Datetime,Type,Lon,Lat
20/06/2007 21:59,Liquor Law Violations,-74.98037,40.087051
18/11/2011 17:11,Homicide,-75.149993,39.992458
24/02/2009 22:56,Prostitution,-75.151544,39.990402
25/11/2011 22:17,Prostitution,-75.157943,40.050396
29/08/2012 23:19,Prostitution,-75.238758,39.922409
14/11/2010 00:04,Liquor Law Violations,-75.160579,39.981906
02/11/2007 01:51,Prostitution,-75.173785,40.036674
17/10/2007 22:17,Prostitution,-75.245832,39.967282
03/08/2016 16:26,Public Drunkenness,-75.11901,39.994098
08/06/2011 20:24,Liquor Law Violations,-75.07005,40.041109
21/03/2006 01:00,Prostitution,-75.086381,40.013919
01/07/2009 18:21,Public Drunkenness,-75.236052,40.053758
06/10/2006 00:40,Prostitution,-75.160274,39.957828
28/06/2014 17:53,Public Drunkenness,-75.238084,39.969409
29/10/2006 16:50,Liquor Law Violations,-75.166591,39.904459
17/07/2009 13:24,Public Drunkenness,-75.176598,40.034107
06/04/2015 23:40,Family Abuse,-75.172764,39.977824
21/05/2013 10:29,Prostitution,-75.129642,39.987608
14/08/2013 12:24,Prostitution,-75.051755,40.021606
19/12/2014 22:27,Liquor Law Violations,-75.137677,39.95899
05/08/2014 15:44,Public Drunkenness,-75.16315,39.949165
28/10/2006 20:47,Public Drunkenness,-75.212078,40.030737
20/11/2010 02:06,Prostitution,-75.129661,39.987493
05/08/2010 12:06,Liquor Law Violations,-75.083649,40.016743
31/10/2012 00:06,Homicide,-75.221956,39.928084
17/08/2007 23:04,Homicide,-75.152631,40.019402
02/11/2011 13:58,Public Drunkenness,-75.218628,40.036657
25/10/2011 11:36,Prostitution,-75.239834,39.966548
05/06/2006 23:24,Homicide,-75.242989,39.919486
21/12/2013 22:31,Public Drunkenness,-75.228211,39.944094
14/04/2016 10:50,Prostitution,-75.106469,40.000267
02/03/2011 22:08,Prostitution,-75.202652,39.965135
09/02/2012 23:36,Prostitution,-75.222734,39.941623
06/10/2009 23:27,Liquor Law Violations,-74.97365,40.07887
01/01/2008 16:55,Family Abuse,-75.172809,40.074775
25/02/2015 23:40,Homicide,-75.132926,40.000613
10/02/2012 01:36,Homicide,-75.164414,40.028634
31/07/2011 15:55,Family Abuse,-75.043071,40.023366
23/08/2008 23:17,Liquor Law Violations,-74.99303,40.068841
13/07/2012 23:54,Prostitution,-75.147285,40.014117
16/06/2014 10:50,Prostitution,-75.129646,39.98749
12/10/2006 01:44,Prostitution,-75.170054,39.9231
28/12/2009 06:17,Homicide,-75.055534,40.015867
26/09/2013 22:00,Homicide,-75.190441,39.924366
30/10/2011 03:17,Public Drunkenness,-75.146849,39.952427
22/11/2014 23:01,Prostitution,-75.155477,40.050476
27/06/2010 03:44,Public Drunkenness,-75.187272,39.922264
08/09/2007 16:38,Liquor Law Violations,-75.083886,40.016307
12/09/2012 17:55,Public Drunkenness,-75.17343,39.952578
19/01/2010 00:09,Liquor Law Violations,-75.082669,40.017952
20/01/2013 01:50,Public Drunkenness,-75.138989,39.960277
27/03/2008 23:14,Prostitution,-75.133881,39.977209
11/10/2015 02:55,Homicide,-75.134034,40.020579
18/11/2010 22:09,Prostitution,-75.103724,40.001854
07/03/2009 20:24,Liquor Law Violations,-75.077617,40.051899
24/09/2011 23:35,Public Drunkenness,-75.160204,39.983601
07/05/2008 11:00,Family Abuse,-75.083791,40.018575
09/12/2014 12:02,Prostitution,-75.108741,39.999085
19/07/2006 19:21,Homicide,-75.153216,40.011908
10/02/2014 17:05,Family Abuse,-75.113384,39.99657
02/11/2008 21:04,Homicide,-75.181888,39.996922
04/07/2007 04:35,Homicide,-75.233851,39.97723
19/03/2011 01:35,Liquor Law Violations,-75.224038,39.981477
14/10/2008 13:09,Prostitution,-75.11337,39.996571
06/03/2012 17:28,Family Abuse,-75.110635,40.019019
02/10/2012 22:48,Prostitution,-75.106469,40.000267
09/08/2016 11:21,Prostitution,-75.122562,39.99148
27/04/2007 19:12,Liquor Law Violations,-75.049133,40.035991
06/05/2015 10:55,Prostitution,-75.111001,39.997854
06/08/2012 20:31,Liquor Law Violations,-75.168078,39.906642
16/07/2008 22:05,Prostitution,-75.081259,40.019479
06/03/2016 16:41,Public Drunkenness,-75.166676,39.953772
06/12/2011 09:55,Prostitution,-75.103724,40.001854
23/05/2012 22:45,Prostitution,-75.147276,40.011877
08/02/2012 13:13,Family Abuse,-75.165625,39.97729
23/05/2007 22:35,Prostitution,-75.120218,39.988815
05/07/2013 20:45,Prostitution,-75.111569,39.997413
15/04/2015 23:16,Prostitution,-75.220834,39.969948
02/08/2016 14:38,Family Abuse,-75.188073,39.934315
03/03/2010 12:54,Public Drunkenness,-75.167409,39.953952
02/05/2012 21:47,Family Abuse,-75.113889,39.999679
11/06/2007 22:30,Family Abuse,-75.043957,40.039783
04/08/2006 01:31,Homicide,-75.156226,40.009035
15/03/2015 01:05,Public Drunkenness,-75.218377,40.022199
10/06/2006 00:51,Prostitution,-75.108741,39.999085
02/07/2011 10:17,Liquor Law Violations,-75.059819,40.015897
31/07/2010 22:27,Public Drunkenness,-75.215431,40.033353
19/04/2011 22:44,Prostitution,-75.241428,39.920525
24/03/2011 20:59,Homicide,-75.133534,40.000774
13/06/2007 21:32,Gambling,-75.233277,39.948943
25/06/2015 11:51,Prostitution,-75.104232,40.001497
05/01/2006 01:03,Prostitution,-75.144837,40.035218
13/03/2012 20:53,Homicide,-75.162978,40.008844
15/02/2006 01:10,Prostitution,-75.083676,40.016863
14/05/2013 21:01,Prostitution,-75.104232,40.001497
08/09/2012 02:18,Public Drunkenness,-75.177233,39.954134
24/05/2014 03:29,Family Abuse,-75.154174,39.970824
14/10/2011 22:27,Prostitution,-75.150011,40.009123
26/01/2006 21:04,Homicide,-75.112785,39.999031
24/12/2006 01:56,Homicide,-75.215091,39.939103
06/06/2006 01:49,Prostitution,-75.071839,40.012912
19/12/2015 17:51,Liquor Law Violations,-75.101944,39.993193
19/07/2013 03:13,Public Drunkenness,-75.151742,39.962401
23/07/2015 01:02,Homicide,-75.133516,39.983779
29/02/2008 00:02,Homicide,-75.205898,39.972551
24/06/2008 15:22,Public Drunkenness,-75.176498,40.034106
28/08/2016 18:22,Public Drunkenness,-75.20317,39.951723
28/11/2012 09:32,Prostitution,-75.106469,40.000267
22/12/2012 09:16,Homicide,-75.147877,40.028944
17/08/2011 15:19,Public Drunkenness,-75.158137,39.952729
24/08/2012 19:46,Liquor Law Violations,-75.076938,40.021838
08/02/2006 01:05,Prostitution,-75.205577,39.965998
06/04/2011 22:11,Prostitution,-75.200103,39.965416
05/08/2014 06:21,Homicide,-75.019069,40.056602
11/05/2012 23:16,Prostitution,-75.120345,39.992646
01/05/2010 16:35,Liquor Law Violations,-75.096225,40.048905
01/04/2007 00:33,Homicide,-75.132265,40.028173
29/07/2006 01:23,Prostitution,-75.147239,40.016659
11/07/2010 01:31,Homicide,-75.190194,39.935548
04/07/2008 00:59,Family Abuse,-75.219258,39.970107
21/03/2012 00:49,Public Drunkenness,-75.155909,39.981958
06/05/2010 21:59,Prostitution,-75.120326,39.992726
19/09/2007 21:27,Liquor Law Violations,-74.990956,40.042603
15/10/2008 21:43,Prostitution,-75.148417,40.012024
24/12/2008 15:48,Public Drunkenness,-75.161485,39.952073
22/11/2013 21:37,Prostitution,-75.125492,39.989889
19/04/2011 22:44,Prostitution,-75.233831,39.942269
20/01/2011 16:00,Family Abuse,-75.175807,40.052304
24/10/2012 12:36,Liquor Law Violations,-75.078182,40.022416
31/07/2008 22:21,Liquor Law Violations,-75.031848,40.036154
02/05/2011 06:33,Family Abuse,-75.213708,39.964262
28/04/2009 22:36,Prostitution,-75.11337,39.996571
22/11/2011 22:43,Prostitution,-75.120326,39.992726
29/08/2008 21:42,Liquor Law Violations,-74.987943,40.058125
24/04/2011 17:36,Homicide,-75.231125,39.973629
01/03/2011 01:58,Liquor Law Violations,-75.150104,39.924314
27/10/2015 10:50,Liquor Law Violations,-75.169702,39.923754
28/06/2016 15:39,Prostitution,-75.096642,40.00575
29/04/2011 00:50,Public Drunkenness,-75.15818,39.978774
25/07/2010 10:51,Homicide,-75.10136,39.993397
20/02/2007 22:05,Prostitution,-75.147655,40.008819
20/09/2013 22:10,Liquor Law Violations,-75.137385,39.959482
14/03/2015 08:40,Family Abuse,-75.11443,40.03382
15/01/2016 23:27,Public Drunkenness,-75.238372,39.924658
16/08/2016 10:44,Prostitution,-75.1255,39.98978
11/12/2012 23:20,Prostitution,-75.128524,39.988128
05/05/2015 22:23,Prostitution,-75.104232,40.001497
08/09/2007 18:06,Family Abuse,-75.21976,39.93697
21/11/2008 09:51,Prostitution,-75.05931,40.017687
10/01/2006 01:18,Prostitution,-75.131834,39.986782
06/03/2011 02:10,Public Drunkenness,-75.232998,40.056729
07/08/2012 23:32,Prostitution,-75.120345,39.992646
18/05/2007 18:48,Family Abuse,-75.137492,39.979164
27/10/2006 00:27,Public Drunkenness,-75.224722,40.025906
06/08/2007 23:00,Liquor Law Violations,-75.081638,40.080682
02/12/2009 19:44,Liquor Law Violations,-75.081259,40.019479
30/11/2007 14:48,Homicide,-75.178487,39.933091
24/04/2009 23:30,Liquor Law Violations,-75.019411,40.058518
22/11/2006 01:33,Liquor Law Violations,-75.079083,40.028623
01/03/2006 01:28,Prostitution,-75.164229,39.987367
18/05/2010 13:27,Prostitution,-75.097981,40.004896
27/11/2011 04:44,Public Drunkenness,-75.173365,39.95262
19/07/2006 04:40,Homicide,-75.225121,39.970699
22/05/2015 22:34,Prostitution,-75.147276,40.011877
23/06/2008 16:50,Homicide,-75.154825,39.993162
24/05/2007 22:33,Prostitution,-75.149904,39.998258
20/12/2006 01:24,Prostitution,-75.148884,40.002735
11/08/2014 13:33,Liquor Law Violations,-75.166569,39.907108
07/07/2007 20:51,Prostitution,-75.157676,39.969659
16/05/2015 20:49,Prostitution,-75.223324,39.968295
17/01/2012 13:01,Liquor Law Violations,-75.080915,40.019701
05/11/2011 00:45,Prostitution,-75.084588,39.983427
02/01/2009 02:04,Public Drunkenness,-75.158289,40.068539
15/05/2010 21:43,Liquor Law Violations,-75.057617,40.018571
23/04/2015 11:01,Prostitution,-75.092735,40.009676
07/09/2012 00:59,Liquor Law Violations,-75.165477,39.926299
14/01/2009 23:03,Prostitution,-75.11337,39.996571
11/08/2010 20:16,Liquor Law Violations,-75.168078,39.906642
20/06/2006 13:33,Gambling,-75.168891,39.918354
14/09/2007 20:40,Liquor Law Violations,-75.046585,40.024212
25/08/2008 20:05,Liquor Law Violations,-75.149204,39.94159
26/03/2013 13:50,Prostitution,-75.245832,39.967282
09/03/2011 23:59,Prostitution,-75.161562,39.947804
07/06/2014 21:17,Prostitution,-75.125477,39.989887
16/10/2006 19:46,Homicide,-75.177019,39.928606
18/03/2010 22:54,Prostitution,-75.108741,39.999085
10/06/2010 16:33,Family Abuse,-75.151414,39.983062
02/09/2014 12:18,Prostitution,-75.117994,39.993996
22/01/2015 15:27,Prostitution,-75.247068,39.88632
21/09/2009 10:51,Homicide,-75.247521,39.969103
21/09/2013 20:05,Liquor Law Violations,-75.108285,39.983149
08/08/2016 02:45,Homicide,-75.160217,39.913332
02/05/2013 21:11,Liquor Law Violations,-75.168078,39.906642
10/05/2008 21:41,Prostitution,-75.090136,40.008792
23/01/2006 13:47,Public Drunkenness,-75.241736,39.91413
23/04/2013 23:24,Prostitution,-75.104232,40.001497
23/08/2012 23:14,Prostitution,-75.044711,40.025246
08/10/2011 22:56,Prostitution,-75.092045,40.008276
17/04/2014 22:21,Prostitution,-75.14726,40.011866
09/07/2008 22:58,Prostitution,-75.238405,39.922646
11/01/2007 01:20,Prostitution,-75.222889,39.968414
05/06/2012 21:50,Prostitution,-75.088753,40.010998
26/06/2007 15:10,Gambling,-75.169154,39.995876
05/12/2014 06:19,Prostitution,-75.158525,39.921663
10/12/2010 23:26,Prostitution,-75.128524,39.988128
30/04/2009 23:38,Homicide,-75.218176,39.939998
12/05/2016 20:53,Public Drunkenness,-75.161442,39.95211
07/04/2012 19:39,Public Drunkenness,-75.160491,39.98685
17/10/2015 01:06,Public Drunkenness,-75.243602,39.975511
09/02/2008 11:30,Liquor Law Violations,-75.078182,40.022416
06/07/2015 20:07,Public Drunkenness,-75.168272,39.953979
17/02/2011 21:15,Prostitution,-75.111001,39.997854
27/01/2015 17:04,Family Abuse,-75.045632,40.023265
21/06/2013 21:59,Prostitution,-75.088753,40.010998
08/04/2010 17:51,Liquor Law Violations,-74.991163,40.070405
08/07/2010 23:04,Prostitution,-75.0537,40.020588
05/01/2006 13:14,Gambling,-75.159697,39.99302
08/08/2015 01:00,Public Drunkenness,-75.143766,39.949904
23/09/2014 22:00,Prostitution,-75.155461,40.050465
23/02/2010 16:52,Public Drunkenness,-75.082214,40.034533
28/08/2008 20:02,Public Drunkenness,-75.227159,39.980305
30/09/2015 21:30,Prostitution,-75.111001,39.997854
27/03/2007 11:32,Family Abuse,-75.082162,40.04488
02/06/2011 13:13,Public Drunkenness,-75.159942,39.951887
15/08/2006 19:33,Liquor Law Violations,-75.152392,39.941989
11/02/2015 23:40,Public Drunkenness,-75.227564,39.9304
22/08/2012 17:40,Public Drunkenness,-75.176166,39.959012
23/12/2011 22:58,Prostitution,-75.147379,40.010431
08/08/2006 00:48,Prostitution,-75.147802,40.015009
08/05/2010 01:25,Public Drunkenness,-75.173006,39.954562
07/07/2011 23:03,Prostitution,-75.238405,39.922646
21/04/2006 03:22,Public Drunkenness,-75.156059,39.954895
08/01/2015 03:35,Prostitution,-75.087588,40.01259
29/05/2013 22:01,Prostitution,-75.222889,39.968414
28/11/2007 22:48,Prostitution,-75.111001,39.997854
22/08/2008 17:48,Family Abuse,-75.232618,39.954904
22/01/2009 22:42,Prostitution,-75.160636,39.948699
02/02/2009 19:49,Homicide,-75.228775,39.938143
31/07/2014 21:33,Prostitution,-75.222874,39.968412
27/11/2013 02:08,Public Drunkenness,-75.200102,39.954591
19/08/2006 01:58,Prostitution,-75.236117,39.942339
21/09/2013 01:26,Liquor Law Violations,-75.164455,39.982683
14/09/2015 23:32,Public Drunkenness,-75.200102,39.954591
03/11/2007 23:27,Family Abuse,-75.127631,40.021037
24/12/2010 01:55,Prostitution,-75.106447,40.000383
25/04/2012 23:01,Prostitution,-75.148742,40.010609
11/05/2010 15:25,Public Drunkenness,-75.158137,39.952729
13/03/2015 15:55,Homicide,-75.230912,39.937819
17/06/2006 21:07,Liquor Law Violations,-75.168078,39.906642
29/08/2013 23:25,Liquor Law Violations,-75.160204,39.983601
18/11/2009 23:18,Prostitution,-75.122562,39.99148
26/04/2008 21:49,Liquor Law Violations,-75.031592,40.047916
10/07/2013 21:35,Prostitution,-75.147235,40.014044
18/06/2009 19:20,Liquor Law Violations,-75.06685,40.027853
25/03/2007 02:16,Liquor Law Violations,-75.145077,39.927336
14/03/2008 21:02,Liquor Law Violations,-75.14654,39.91885
19/03/2014 23:07,Prostitution,-75.225199,39.968163
17/02/2011 21:15,Prostitution,-75.108732,39.998969
03/10/2014 12:02,Liquor Law Violations,-75.086141,40.014034
17/02/2007 20:27,Homicide,-75.216157,39.941832
07/06/2008 21:39,Prostitution,-75.111001,39.997854
25/03/2008 21:27,Liquor Law Violations,-75.067768,40.03837
02/02/2015 00:27,Family Abuse,-75.163334,39.98716
03/11/2007 01:50,Prostitution,-75.144769,40.028821
07/04/2012 02:16,Liquor Law Violations,-75.15817,39.915366
25/12/2015 22:24,Homicide,-75.122941,39.994598
19/09/2006 09:10,Family Abuse,-75.073227,40.037167
16/08/2014 03:01,Prostitution,-75.159532,39.961208
20/09/2006 06:05,Homicide,-75.165757,39.965097
25/05/2011 20:33,Liquor Law Violations,-75.168078,39.906642
06/05/2006 20:06,Liquor Law Violations,-75.168078,39.906642
02/03/2010 12:00,Public Drunkenness,-75.173541,39.95211
16/02/2011 10:07,Prostitution,-75.106447,40.000383
21/07/2009 11:02,Homicide,-75.181858,39.974365
23/04/2014 21:00,Homicide,-75.176987,39.975564
21/06/2007 22:53,Prostitution,-75.152183,39.987449
13/09/2008 08:49,Homicide,-75.156797,40.006667
30/08/2007 22:20,Liquor Law Violations,-75.083676,40.016863
13/06/2010 03:58,Homicide,-75.05973,40.022003
25/06/2016 20:17,Public Drunkenness,-75.170927,39.980335
05/07/2014 04:36,Public Drunkenness,-75.145085,39.941063
18/09/2011 02:27,Family Abuse,-75.118997,39.989232
02/12/2008 11:48,Prostitution,-75.103724,40.001854
04/02/2015 02:40,Prostitution,-75.11337,39.996571
26/04/2015 14:14,Family Abuse,-75.10405,39.999232
18/10/2008 03:19,Liquor Law Violations,-75.160651,39.986324
20/10/2016 01:01,Public Drunkenness,-75.122562,39.99148
09/10/2009 17:26,Homicide,-75.070376,40.04265
02/08/2016 22:36,Prostitution,-75.096881,40.005517
28/08/2007 23:19,Liquor Law Violations,-75.159886,39.977623
19/02/2008 13:09,Public Drunkenness,-75.166676,39.953772
29/04/2010 23:53,Prostitution,-75.108741,39.999085
06/07/2013 21:50,Prostitution,-75.088753,40.010998
24/08/2013 23:31,Liquor Law Violations,-75.161959,39.982502
07/10/2014 19:14,Public Drunkenness,-75.225367,39.960114
28/05/2013 23:22,Prostitution,-75.243379,39.919152
20/09/2006 01:19,Prostitution,-75.246155,39.965859
10/01/2016 20:41,Liquor Law Violations,-75.160457,39.967072
08/04/2011 18:00,Liquor Law Violations,-75.19414,39.927479
06/10/2012 02:30,Public Drunkenness,-75.152945,39.954079
09/01/2013 09:55,Prostitution,-75.129642,39.987608
01/04/2014 23:06,Prostitution,-75.129662,39.987501
16/05/2013 13:07,Gambling,-75.180066,39.990461
02/05/2013 23:35,Prostitution,-75.104232,40.001497
24/07/2014 09:47,Prostitution,-75.12031,39.992715
26/08/2009 09:56,Prostitution,-75.099355,40.004269
30/08/2006 01:23,Prostitution,-75.092045,40.008276
27/03/2015 21:46,Prostitution,-75.160274,39.957828
25/05/2007 04:22,Liquor Law Violations,-75.034309,40.057023
17/07/2007 06:50,Family Abuse,-75.119956,40.027689
23/03/2010 09:38,Prostitution,-75.104232,40.001497
13/07/2011 22:06,Prostitution,-75.148144,40.000843
06/06/2014 03:41,Prostitution,-75.104186,40.001575
06/06/2014 06:21,Prostitution,-75.157174,39.92017
19/02/2010 12:27,Liquor Law Violations,-75.083649,40.016743
09/10/2014 21:29,Public Drunkenness,-75.140525,39.999955
18/03/2008 17:55,Prostitution,-75.170067,39.953145
18/03/2013 21:35,Family Abuse,-75.23225,39.929724
02/09/2011 20:53,Prostitution,-75.104232,40.001497
30/08/2011 21:50,Homicide,-75.232013,39.918874
24/02/2015 02:33,Public Drunkenness,-75.141314,39.961035
12/08/2011 23:48,Prostitution,-75.043252,40.026005
11/03/2011 21:00,Homicide,-75.246383,39.964232
27/02/2008 22:12,Prostitution,-75.159929,39.959361
14/08/2010 23:01,Liquor Law Violations,-75.149141,39.941667
04/11/2008 20:03,Public Drunkenness,-75.1624,39.967614
19/03/2008 22:25,Liquor Law Violations,-75.163857,40.026711
11/08/2006 02:48,Liquor Law Violations,-75.027915,40.101958
21/08/2010 21:11,Homicide,-75.145433,40.02534
14/06/2012 19:14,Liquor Law Violations,-75.083649,40.016743
27/08/2015 18:02,Public Drunkenness,-75.159664,39.952945
27/09/2014 22:04,Prostitution,-75.129626,39.987597
08/04/2014 21:09,Liquor Law Violations,-75.081282,40.035352
18/05/2016 02:20,Homicide,-75.186754,39.982429
25/08/2012 01:17,Public Drunkenness,-75.161017,39.946981
02/05/2014 01:27,Public Drunkenness,-75.164856,40.06132
16/05/2012 23:05,Prostitution,-75.223143,39.969712
08/05/2016 02:14,Public Drunkenness,-75.205848,39.950418
01/09/2006 01:07,Prostitution,-75.082669,40.017952
09/05/2012 20:14,Liquor Law Violations,-75.168078,39.906642
29/04/2008 22:12,Prostitution,-75.165445,39.989073
23/05/2006 01:48,Prostitution,-75.147803,40.051247
09/07/2011 02:58,Public Drunkenness,-75.245832,39.967282
17/11/2010 22:22,Prostitution,-75.120326,39.992726
27/11/2011 04:44,Public Drunkenness,-75.173365,39.95262
03/10/2015 21:14,Prostitution,-75.129642,39.987608
13/02/2012 18:53,Public Drunkenness,-75.159571,39.978952
28/11/2012 11:17,Prostitution,-75.108741,39.999085
15/11/2008 00:39,Public Drunkenness,-75.186358,39.991742
25/06/2009 02:58,Prostitution,-75.120326,39.992726
25/01/2008 22:32,Prostitution,-75.236832,39.976265
12/08/2015 21:33,Prostitution,-75.128751,39.986585
07/05/2016 14:23,Homicide,-75.124767,39.99426
11/03/2014 11:54,Prostitution,-75.128751,39.986585
04/10/2009 04:21,Homicide,-75.157435,39.926096
06/11/2015 21:23,Prostitution,-75.128524,39.988128
15/08/2014 21:15,Prostitution,-75.148884,40.002735
01/08/2012 11:46,Prostitution,-75.125492,39.989889
20/10/2009 22:50,Public Drunkenness,-75.229573,39.964908
27/06/2013 22:40,Prostitution,-75.08212,40.009247
15/03/2009 00:57,Public Drunkenness,-75.166426,39.96722
08/09/2016 22:33,Prostitution,-75.003973,40.103492
02/02/2014 04:41,Homicide,-75.236317,39.944358
24/11/2012 22:36,Prostitution,-75.171127,40.027233
15/04/2016 23:19,Prostitution,-75.092045,40.008276
14/07/2011 22:35,Prostitution,-75.083676,40.016863
22/02/2007 23:48,Prostitution,-75.200174,39.965733
21/07/2011 03:21,Public Drunkenness,-75.14078,39.963546
15/03/2007 23:01,Prostitution,-75.146483,40.027563
02/10/2012 01:36,Public Drunkenness,-75.22487,39.960015
28/11/2012 23:41,Homicide,-75.18218,40.032239
29/06/2011 11:49,Homicide,-75.215857,39.957283
05/08/2016 16:52,Family Abuse,-75.231535,39.933643
26/06/2011 09:18,Homicide,-75.127182,39.995886
04/11/2006 19:46,Liquor Law Violations,-74.970224,40.078378
21/05/2014 10:09,Public Drunkenness,-75.1484,40.012013
04/06/2010 19:35,Liquor Law Violations,-75.168078,39.906642
22/09/2006 23:28,Public Drunkenness,-75.1588,39.95182
27/09/2013 20:01,Liquor Law Violations,-75.141378,39.948002
21/09/2006 16:48,Prostitution,-75.050982,40.023472
17/11/2010 22:21,Prostitution,-75.111001,39.997854
15/07/2008 21:56,Prostitution,-75.147285,40.014117
28/11/2014 20:22,Prostitution,-75.223324,39.968295
08/11/2009 22:15,Public Drunkenness,-75.166591,39.904459
02/02/2008 00:15,Public Drunkenness,-75.154303,40.040272
02/08/2008 23:12,Prostitution,-75.108732,39.998969
27/09/2012 10:47,Homicide,-75.130021,40.004595
05/11/2012 21:21,Family Abuse,-75.16484,40.031769
24/03/2006 01:01,Prostitution,-75.160092,39.991535
20/07/2010 21:43,Liquor Law Violations,-75.073865,40.043226
19/01/2011 22:54,Prostitution,-75.157943,40.050396
24/03/2012 13:34,Gambling,-75.163666,40.043303
29/06/2009 20:54,Public Drunkenness,-75.220467,40.042216
31/01/2014 22:54,Prostitution,-75.003973,40.103492
25/11/2007 02:25,Public Drunkenness,-75.222726,40.025055
24/07/2012 19:31,Homicide,-75.264294,39.973407
09/01/2013 21:37,Prostitution,-75.15635,39.954473
29/06/2013 20:45,Liquor Law Violations,-75.140003,39.956971
14/08/2009 00:13,Public Drunkenness,-75.22106,40.029483
05/06/2012 13:01,Liquor Law Violations,-75.079097,40.028518
02/08/2009 03:12,Homicide,-75.039256,40.076579
23/09/2011 23:05,Liquor Law Violations,-75.158606,39.983469
16/11/2014 03:16,Public Drunkenness,-75.151192,39.965514
01/09/2010 21:23,Liquor Law Violations,-75.216292,40.023407
10/09/2015 09:45,Family Abuse,-75.139557,39.99792
12/07/2010 10:36,Homicide,-75.159475,40.023954
21/08/2016 07:25,Homicide,-75.149671,40.016239
12/08/2014 21:09,Prostitution,-75.128735,39.986574
30/08/2015 09:41,Public Drunkenness,-75.148874,40.002664
25/10/2012 21:20,Homicide,-75.138088,40.001805
02/03/2013 22:02,Liquor Law Violations,-75.084831,40.074033
19/07/2014 12:15,Public Drunkenness,-75.147289,40.011951
11/09/2007 22:03,Prostitution,-75.133557,39.978703
25/10/2012 23:04,Prostitution,-75.176492,40.034044
22/04/2011 17:03,Public Drunkenness,-75.176194,39.952396
01/12/2006 01:38,Prostitution,-75.147269,40.014986
07/06/2006 17:49,Gambling,-75.174571,39.983707
08/03/2014 03:43,Liquor Law Violations,-75.148812,39.995472
05/11/2015 22:17,Prostitution,-75.092045,40.008276
17/04/2009 21:06,Liquor Law Violations,-74.984645,40.076387
10/02/2011 19:09,Public Drunkenness,-75.16689,40.060426
17/09/2012 15:20,Homicide,-75.145949,39.932586
01/04/2010 14:04,Prostitution,-75.156684,39.922654
01/03/2011 01:58,Liquor Law Violations,-75.150104,39.924314
18/12/2010 02:15,Prostitution,-75.111001,39.997854
23/07/2011 23:42,Liquor Law Violations,-75.08554,40.014849
02/12/2008 23:42,Prostitution,-75.125492,39.989889
10/10/2008 22:36,Liquor Law Violations,-75.027392,40.066753
24/04/2009 08:36,Family Abuse,-75.178959,40.054213
23/09/2015 21:35,Prostitution,-75.148874,40.002664
30/07/2015 23:01,Homicide,-75.109913,39.986708
04/07/2008 19:19,Gambling,-75.229282,39.963015
08/05/2012 21:39,Prostitution,-75.108741,39.999085
13/10/2006 01:03,Prostitution,-75.207624,39.966375
16/04/2008 01:07,Prostitution,-75.147285,40.014117
04/09/2013 21:18,Family Abuse,-75.192826,39.936558
24/08/2015 13:01,Prostitution,-75.108741,39.999085
30/03/2007 21:45,Public Drunkenness,-75.172352,39.985255
12/05/2009 21:18,Liquor Law Violations,-75.168078,39.906642
21/05/2014 02:52,Public Drunkenness,-75.108337,39.997245
03/01/2013 11:19,Prostitution,-75.103724,40.001854
28/09/2007 04:30,Family Abuse,-75.158669,39.992717
29/05/2008 21:53,Liquor Law Violations,-74.988144,40.08511
11/11/2013 14:09,Family Abuse,-75.159717,40.05386
03/03/2009 23:08,Prostitution,-75.05931,40.017687
13/10/2012 23:07,Prostitution,-75.157188,39.920173
18/03/2010 00:59,Public Drunkenness,-75.236167,40.057465
05/08/2008 21:20,Prostitution,-75.099355,40.004269
08/08/2014 22:47,Public Drunkenness,-75.228249,40.02916
10/01/2014 12:23,Prostitution,-75.148884,40.002735
10/05/2007 22:56,Prostitution,-75.160092,39.991535
11/07/2007 15:44,Gambling,-75.234943,39.9251
07/08/2016 00:11,Homicide,-75.104597,39.997184
11/06/2013 12:49,Family Abuse,-75.209386,39.958821
14/07/2006 01:38,Prostitution,-75.151213,39.991898
17/12/2014 23:36,Prostitution,-75.147655,40.008819
11/03/2010 23:08,Prostitution,-75.149079,40.008938
09/11/2011 23:04,Prostitution,-75.125492,39.989889
17/05/2013 16:26,Family Abuse,-75.24286,39.979319
10/09/2015 10:17,Prostitution,-75.106469,40.000267
21/04/2007 20:34,Liquor Law Violations,-75.091946,40.066147
26/10/2007 02:52,Homicide,-75.147684,40.062979
06/04/2012 22:54,Prostitution,-75.167612,40.025337
01/03/2006 01:42,Public Drunkenness,-75.221415,40.024591
27/05/2015 10:09,Public Drunkenness,-75.224918,39.959978
22/02/2012 22:49,Prostitution,-75.129642,39.987608
05/07/2007 21:02,Liquor Law Violations,-75.07943,40.021454
08/10/2015 21:50,Prostitution,-75.120326,39.992726
25/05/2013 21:01,Prostitution,-75.111001,39.997854
05/07/2006 00:34,Prostitution,-75.147285,40.014117
28/06/2011 16:05,Gambling,-75.158467,39.950722
10/09/2013 10:57,Prostitution,-75.125418,39.989843
08/05/2008 11:08,Liquor Law Violations,-75.084672,40.014375
11/08/2012 23:00,Public Drunkenness,-75.215625,40.026208
29/01/2010 01:41,Liquor Law Violations,-75.161152,39.97916
24/11/2007 23:55,Public Drunkenness,-75.218377,40.022199
26/08/2007 01:01,Prostitution,-75.0537,40.020588
19/12/2014 23:45,Prostitution,-75.223815,39.974842
