Latitude [°],Longitude [°],Was cleaned,Access type,Distance from the road [m],Location type,Waste area [m²],Waste volume [m³],Organic waste [%],Construction waste [%],Mixed/non-recyclable waste [%],Bulky waste [%],Tires [%],Motor vehicles [%],Hazardous/toxic waste [%],Asbestos panels [%],Barrels with hazardous/unknown liquid,Waste partially buried?,Importance assessment,IRSOP,Duty of Slovenia Forest Service,Entry creation date,Last modification date,Geopedia URL,ID,Name,Description/quantity of hazardous waste,Municipality,Land registry property ID
continuous,continuous,0 1,Inaccessible Off-road On\ foot Private\ car Unsafe\ access,continuous,Basin Plane Slope,continuous,continuous,0 1 2 3 4 5 6 8 9 10 14 15 16 18 19 20 25 27 30 33 34 35 37 38 40 43 44 45 47 48 49 50 53 54 55 58 59 60 62 65 66 67 68 70 73 74 75 78 79 80 83 84 85 88 90 92 93 94 95 96 97 98 99 100,continuous,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 29 30 33 34 35 38 40 43 45 48 49 50 53 55 59 60 61 62 65 68 69 70 73 75 77 80 83 84 85 89 90 93 94 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 11 12 15 17 18 19 20 22 23 24 25 29 30 33 34 35 38 39 40 44 45 49 50 54 55 59 60 63 65 66 67 69 70 71 72 74 75 77 78 79 80 82 84 85 89 90 92 93 94 95 96 98 99 100,0 1 2 3 4 5 7 10 11 15 20 25 30 40 50 60 65 70 75 80 90 95 100,0 1 5 10 15 20 25 30 35 40 50 60 70 75 80 85 90 95 98 99 100,0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 23 25 30 33 35 37 40 45 49 50 55 57 60 65 67 69 70 75 80 85 90 93 94 95 99 100,0 1 2 3 4 5 6 8 10 12 15 20 23 25 30 33 35 40 50 55 60 67 70 75 80 85 90 95 98 99 100,0 1,0 1,continuous,Celje Koper Kranj Ljubljana Maribor Murska\ Sobota Nova\ Gorica Novo\ Mesto Novo\ mesto,0 1,time,time,string,continuous,string,string,string,string
,,,,,,,,,,,,,,,,,,,,,,,meta,meta,meta,meta,meta,meta
46.1565662361,14.7527812975,0,Unsafe access,150.0,Basin,1500.0,10.0,,30.0,40,30,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2011-04-19,http://www.geopedia.si/?params=T1199_L6357_F1720,1720.0,,,Moravče,1873-541
46.3704746272,14.1046953999,0,On foot,25.0,Slope,2.0,1.0,0,0.0,0,100,,,,,0,0,1.0,Kranj,0,2010-04-04,2010-04-04,http://www.geopedia.si/?params=T1199_L6357_F1721,1721.0,,,Bled,189-370/5
46.2237286807,15.3683193391,0,Private car,50.0,Basin,10.0,2.0,,100.0,,,,,20,,0,0,2.0,Celje,0,2010-03-28,2011-04-22,http://www.geopedia.si/?params=T1199_L6357_F1722,1722.0,,"Zaradi snega je težko določiti točno količino odpadkov. Odpadki so zeloraznoliki, od kosovnih odpadkov (deli avtomobilov, stoli, fotelji, kante..), donevarnih odpadkov (plastenke od olj, gume...)",Šentjur,1399-499/1
46.3545630362,14.1203010088,0,Off-road,15.0,Plane,15.0,10.0,0,50.0,0,50,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1723,1723.0,,V navlaki verjetno ni nevarnih odpadkov.,Bled,2352-321/3
46.1570617312,14.4977321712,1,Private car,0.0,Plane,0.0,1.0,,,,,,,,,0,0,,Ljubljana,0,2010-03-28,2011-04-16,http://www.geopedia.si/?params=T1199_L6357_F1724,1724.0,,,Vodice,760-734
46.2283705919,15.4581128407,0,Private car,50.0,Basin,20.0,10.0,,100.0,,,,,100,,0,0,10.0,Celje,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1725,1725.0,,,Šmarje pri Jelšah,1775-565/1
46.1469687612,14.4800765978,1,Private car,10.0,Plane,100.0,2.0,100,0.0,,,,,,,0,0,,Ljubljana,0,2010-03-28,2011-04-12,http://www.geopedia.si/?params=T1199_L6357_F1726,1726.0,,,Vodice,761-446/3
46.1469191094,14.4830155421,0,Private car,200.0,Slope,25.0,25.0,50,,25,25,,,,,0,1,6.0,Ljubljana,0,2010-03-28,2011-04-12,http://www.geopedia.si/?params=T1199_L6357_F1727,1727.0,,,Vodice,761-439/1
46.1163845839,14.4776344639,0,Private car,2.0,Plane,400.0,25.0,0,100.0,0,,,,,,0,0,4.0,Ljubljana,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1728,1728.0,,,Ljubljana,992-550/3
46.1158797228,14.4793858052,1,Private car,20.0,Basin,1000.0,2.0,,,50,25,25,,,,0,0,3.0,Ljubljana,0,2010-04-18,2012-04-12,http://www.geopedia.si/?params=T1199_L6357_F1729,1729.0,,Par pnevmatik,Ljubljana,992-595/1
46.1652277109,14.4989657185,0,Private car,100.0,Plane,500.0,100.0,,95.0,,,3,,2,,0,1,15.0,Ljubljana,0,2010-03-28,2011-04-12,http://www.geopedia.si/?params=T1199_L6357_F1730,1730.0,,nevarni odpadki so odpadne embalaže pesticidov oz. fitofarmacevtskih sredstev,Vodice,760-133
46.1656721814,14.3938139099,0,Private car,0.0,Plane,300.0,25.0,10,90.0,,,,,,,0,0,4.0,Kranj,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1731,1731.0,,,Kranj,748-555
46.1532796416,14.3983129031,0,Private car,5.0,Plane,500.0,250.0,10,40.0,30,10,,,10,,0,0,36.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1732,1732.0,,,Medvode,1867-315
46.1722907869,14.4244863706,1,Private car,0.0,Plane,0.0,25.0,0,0.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1733,1733.0,,,Medvode,1864-1039/2
46.1741909541,14.4106993861,0,Private car,20.0,Plane,6000.0,25.0,,70.0,,10,,,,20,0,0,8.0,Kranj,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1734,1734.0,,salonitne plošče,Kranj,748-96
46.2269352359,14.3576843204,1,Private car,340.0,Slope,5.0,1.0,45,0.0,55,0,,,,,0,0,1.0,Kranj,0,2010-04-04,2012-03-31,http://www.geopedia.si/?params=T1199_L6357_F1735,1735.0,,Ni nevarnih odpadkov.,Kranj,1713-1328
46.1387716522,14.429055091,0,Private car,10.0,Plane,500.0,25.0,,50.0,,20,,20,,10,0,0,12.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1736,1736.0,,,Medvode,2659-208/3
46.1770766164,14.4461956539,0,Private car,10.0,Plane,200.0,250.0,80,10.0,10,,,,,,0,0,20.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F1737,1737.0,,,Medvode,1860-477/7
46.1712672132,14.4266986404,0,Private car,20.0,Plane,200.0,500.0,,70.0,10,20,,,,,1,0,36.0,Ljubljana,0,2010-03-28,2017-01-17,http://www.geopedia.si/?params=T1199_L6357_F1738,1738.0,,,Medvode,1864-1146
46.1410905004,14.441301531,0,Private car,20.0,Plane,50.0,10.0,20,80.0,,,,,,,0,0,1.0,Ljubljana,0,2017-01-06,2017-01-06,http://www.geopedia.si/?params=T1199_L6357_F16923,16923.0,,,Medvode,2659-532
45.8521800793,13.9535116386,0,Private car,5.0,Plane,500.0,50.0,5,,15,70,,,10,,0,0,18.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1739,1739.0,,okrog 20 pnevmatik,Vipava,2224-2916
46.5431059946,15.8650316542,0,On foot,300.0,Slope,80.0,1.0,,,100,,,,,,0,1,1.0,Maribor,0,2010-03-22,2011-04-18,http://www.geopedia.si/?params=T1199_L6357_F3455,3455.0,,prekrito z listjem,Sveta Trojica v Slovenskih goricah,2293-464
46.156049813,14.4480379465,0,Private car,0.0,Plane,50.0,25.0,20,80.0,,,,,,,0,0,4.0,Ljubljana,0,2010-03-28,2017-01-05,http://www.geopedia.si/?params=T1199_L6357_F2334,2334.0,,,Medvode,1864-800/1
46.1107946297,14.4070287975,0,Off-road,5.0,Slope,20.0,10.0,50,50.0,,,,,,,0,0,3.0,Ljubljana,0,2017-01-06,2017-01-06,http://www.geopedia.si/?params=T1199_L6357_F16922,16922.0,,,Medvode,539-528/3
46.199719838,15.3938789565,0,Private car,10.0,Plane,100.0,100.0,,70.0,,,,30,,,0,0,26.0,Celje,0,2010-03-28,2011-04-22,http://www.geopedia.si/?params=T1199_L6357_F1919,1919.0,,Tu so razni veliki kontejnerji. Čiščenje lahko opravi nekdo z velikimi strojiin tovornjaki. Strokovno in zahtevno. Potrebno bi bilo tudi poiskati lastnika.,Šentjur,1404-158
45.9230366706,14.9414988535,0,Private car,100.0,Plane,30.0,10.0,,,80,,,,20,,0,0,7.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F3463,3463.0,,asfalt,Trebnje,551-603/2
46.119599056,13.6852775396,0,On foot,5.0,Slope,20.0,1.0,,,100,,,,,,0,0,1.0,Nova Gorica,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F3466,3466.0,,,Kanal,2400-2160/6
46.1223702519,15.5580288989,1,Private car,20.0,Slope,60.0,10.0,,10.0,50,20,,,20,,0,0,,Celje,0,2010-03-28,2011-04-10,http://www.geopedia.si/?params=T1199_L6357_F3467,3467.0,Verače 1,Ni več sledov onesnaženja.,Podčetrtek,1515-1915/2
45.724907218,14.1671859991,0,Private car,5.0,Basin,800.0,500.0,15,,35,40,,,10,,0,0,119.0,Koper,0,2010-04-04,2016-08-17,http://www.geopedia.si/?params=T1199_L6357_F2330,2330.0,,motorno vozilo + pnevmatike,Postojna,1908-2755/1
46.3355415479,13.556841428,1,Private car,20.0,Slope,50.0,50.0,65,5.0,30,,,,,,0,0,10.0,Nova Gorica,0,2010-04-18,2015-05-21,http://www.geopedia.si/?params=T1199_L6357_F3578,3578.0,,ORGANSKI IN KOSOVNI ODPADKI IZ BLIŽNJEGA KAMPA IN ODPADKI SVEČ IZ BLIŽNJECERKVE,Bovec,2299-1626/2
46.2561441448,14.4333116894,0,Private car,50.0,Plane,100.0,50.0,20,55.0,10,10,,,,5,0,0,13.0,Kranj,0,2010-03-28,2014-01-27,http://www.geopedia.si/?params=T1199_L6357_F2946,2946.0,,1 m3 salonitk,Šenčur,1599-935/1
46.145703589,15.3980629506,0,On foot,300.0,Slope,20.0,2.0,,,5,,,,95,,0,0,4.0,Celje,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F2950,2950.0,,"4 pnevmatike, žica. Na vrhu grebena (višinska razlika cca 70m).<br/>Pripravljeno za kurjenje (kres?)",Dobje,2082-187/1
45.9399213715,14.9524431717,0,On foot,350.0,Slope,30.0,2.0,,,80,20,,,,,0,0,1.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F3472,3472.0,,,Trebnje,530-685/1
46.1235608755,15.5949051689,1,Private car,0.0,Plane,7000.0,25.0,5,5.0,90,,,,,,0,0,,Celje,0,2010-03-29,2011-04-10,http://www.geopedia.si/?params=T1199_L6357_F3474,3474.0,Selski graben,Ob obeh straneh ceste Golobinjek- Virštanj je ogrono smeti. Zlasti v prvih400 m od Golobinjeka.Selski graben je očiščen v celoti v lanski in letošnji čistilni akciji vendarostaja potencjalno mesto za odmet komunalnih odpadkov iz avtomobilov.,Podčetrtek,915-1385/4
46.5404398748,15.858274684,1,Off-road,400.0,Plane,20.0,1.0,,,,90,,,10,,0,0,,Maribor,0,2010-03-28,2011-04-14,http://www.geopedia.si/?params=T1199_L6357_F3475,3475.0,,posode od barve,Sveta Trojica v Slovenskih goricah,2293-752/1
46.6167923073,16.2384703102,1,Private car,240.0,Basin,2000.0,250.0,0,85.0,0,0,,,30,,0,0,63.0,Murska Sobota,0,2010-03-22,2016-01-04,http://www.geopedia.si/?params=T1199_L6357_F3476,3476.0,,,Beltinci,399-100/1
45.9311859577,15.6250039895,0,Off-road,100.0,Plane,6.0,10.0,0,0.0,80,20,,,,,0,0,4.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F2027,2027.0,,,Brežice,2639-378/66
46.3354217125,14.2135203468,0,Unsafe access,300.0,Slope,50.0,10.0,0,0.0,20,80,,,,,0,0,4.0,Kranj,0,2011-02-22,2012-02-07,http://www.geopedia.si/?params=T1199_L6357_F1793,1793.0,Dobruša - pod valjavcem,,Radovljica,1730-151
46.5875119646,15.3476916537,0,Private car,5.0,Slope,6.0,1.0,,,20,,,,80,,0,0,2.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F3557,3557.0,,"Približno 0,80 m3 azbestnih strešnih plošč.",Podvelka,2531-1443
46.3267742962,15.5127266015,1,Private car,0.0,Slope,30.0,10.0,40,,20,40,,,,,0,0,4.0,Celje,0,2010-04-03,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1775,1775.0,,,Slovenske Konjice,1012-731/1
46.1479562552,14.5495046691,0,Private car,0.0,Plane,60.0,25.0,50,10.0,40,,,,,,0,0,5.0,Ljubljana,0,2010-03-28,2011-04-16,http://www.geopedia.si/?params=T1199_L6357_F2994,2994.0,,,Mengeš,1205-725/3
46.3565657998,14.1568478113,1,Private car,10.0,Plane,100.0,10.0,,,70,30,,,,,0,0,4.0,Kranj,0,2010-04-03,2013-03-24,http://www.geopedia.si/?params=T1199_L6357_F2260,2260.0,,,Radovljica,790-395/41
46.2184065346,15.3861318912,0,Private car,50.0,Slope,10.0,25.0,,,50,50,,,,,0,1,7.0,Celje,0,2010-03-28,2011-04-22,http://www.geopedia.si/?params=T1199_L6357_F1918,1918.0,,,Šentjur,1399-823
46.406235991,15.5532170902,1,On foot,30.0,Basin,20.0,50.0,,,30,70,,,,,0,0,8.0,Maribor,0,2010-03-28,2015-03-17,http://www.geopedia.si/?params=T1199_L6357_F1815,1815.0,,"Odlagališče je v gozdu, pod 15 m visokimi skalami in na vrhu skal od kodermečejo odpadke (pred leti  so tukaj plezali alpinisti). Pri zapuščeni garaži sezavije levo proti skalcam.<br/>Gre predvsem za stare štedilnike, peči, hladilnike in večjo količinoplastenk-odpadne embalaže, ki je obvisela na zgornjem delu skalc in grmovja.",Slovenska Bistrica,2668-622/2
45.9711881089,13.6410108732,0,Private car,2.0,Slope,200.0,25.0,,40.0,,10,,,20,30,0,0,14.0,Nova Gorica,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1814,1814.0,Klanec,"salonitne plošče, sodi z nedoločljivo vsebino",Nova Gorica,2000-2256/2
46.3294385166,14.2818702706,1,Off-road,50.0,Plane,6.0,10.0,0,0.0,0,10,,,90,,0,0,,Kranj,0,2010-03-28,2011-05-15,http://www.geopedia.si/?params=T1199_L6357_F2406,2406.0,,"star razpadel avto, kovinski sodi",Tržič,1104-85
46.0459078112,14.5658403807,0,On foot,100.0,Basin,50.0,25.0,,70.0,19,10,,,1,,0,0,5.0,Ljubljana,0,2010-04-18,2013-04-12,http://www.geopedia.si/?params=T1199_L6357_F1961,1961.0,,"avtomibilski filtri, monitor in ohišje PC-ja",Ljubljana,986-872/1
46.3825802886,15.7922512198,1,Private car,10.0,Basin,10.0,2.0,,,20,,,,80,,0,0,,Maribor,0,2010-03-28,2011-04-10,http://www.geopedia.si/?params=T1199_L6357_F2130,2130.0,,1.2m3 tovornih pnevmatik,Kidričevo,1933-1056
46.3957880382,15.8177863585,1,Private car,5.0,Basin,20.0,2.0,,,80,10,,,10,,0,0,3.0,Maribor,0,2010-03-28,2013-06-21,http://www.geopedia.si/?params=T1199_L6357_F1740,1740.0,,"1m3 komunalnih odpadkov, plastične posode, kovine <br/>1/4m3 pohištvo<br/>1/4m3 pnevmatike",Kidričevo,2696-923/3
46.0343652276,15.2585954683,0,Private car,5.0,Slope,50.0,25.0,,90.0,5,5,,,,,0,0,6.0,Novo Mesto,0,2010-03-28,2011-04-08,http://www.geopedia.si/?params=T1199_L6357_F1741,1741.0,,"gradbeni odpadki (gips plošče, opeka), embalaža, kosovni odpadki, delodpadkov je še na drugi strani ceste",Sevnica,282-180/1
46.356172387,14.9496534393,1,On foot,20.0,Basin,20.0,10.0,,,40,40,,20,,,0,0,4.0,Celje,0,2010-03-15,2012-03-03,http://www.geopedia.si/?params=T1199_L6357_F1742,1742.0,,"gospodinjski aparati in razni kovinski in plastični deli, del avtomobila.",Mozirje,1848-145
45.9348811829,13.6607255868,1,Private car,10.0,Slope,150.0,10.0,,,100,0,,,,,0,0,,Nova Gorica,0,2010-03-15,2011-04-11,http://www.geopedia.si/?params=T1199_L6357_F1743,1743.0,,,Nova Gorica,2650-662/145
46.0907095852,14.488377424,0,Private car,1.0,Plane,25.0,1.0,0,50.0,50,,,,,,0,0,2.0,Ljubljana,0,2010-03-28,2011-04-17,http://www.geopedia.si/?params=T1199_L6357_F1744,1744.0,,,Ljubljana,750-19
46.0642709266,14.529285332,0,On foot,4.0,Plane,300.0,10.0,50,20.0,5,20,,,,5,0,0,4.0,Ljubljana,0,2010-03-28,2012-01-20,http://www.geopedia.si/?params=T1199_L6357_F1745,1745.0,,Prisotnost azbestnih plošč.,Ljubljana,1170-1567/10
46.3720762525,14.1629131549,0,Private car,120.0,Slope,100.0,2.0,,,,99,,,1,,0,1,2.0,Kranj,0,2012-01-21,2012-01-24,http://www.geopedia.si/?params=T1199_L6357_F16148,16148.0,,Posode motornega olja ter motor(avtomobila),Radovljica,790-979/1
46.1861856807,15.5925232339,1,Private car,50.0,Slope,350.0,10.0,,10.0,50,40,,,,,0,0,,Celje,0,2010-03-28,2011-03-28,http://www.geopedia.si/?params=T1199_L6357_F1747,1747.0,Cmereška Gorca,"STRMO POBOČJE OB MEJNI CESTI MALI OKIČ, PRI HIŠI POHORJE 34",Podčetrtek,2311-1071/1
46.3917752815,16.0354169948,0,Off-road,800.0,Plane,600.0,100.0,,20.0,20,30,,,30,,0,0,42.0,Maribor,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1749,1749.0,,ŠEST ŠKOLJK OSEBNIH AVTOMOBILOV,Gorišnica,856-36/48
46.2189085011,14.2455550253,0,On foot,50.0,Basin,600.0,50.0,20,5.0,5,20,,,50,,0,0,17.0,Kranj,0,2010-03-28,2012-02-20,http://www.geopedia.si/?params=T1199_L6357_F1906,1906.0,,"osebni avti - 15m3, pnevmatike - 1m3, embalaže čistilnih sredstev in odpadliholj - 1m3",Škofja Loka,318-776/2
46.3955340082,16.0455268514,1,Off-road,300.0,Plane,800.0,50.0,20,20.0,10,30,,,10,10,0,0,,Maribor,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1751,1751.0,,"SALONITNE PLOŠČE, ŠKOLJKA AVTOMOBILA",Gorišnica,855-503/60
45.9233648131,14.083809157,0,Unsafe access,30.0,Basin,10.0,25.0,,,100,,,,,,0,0,11.0,Ljubljana,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1753,1753.0,,Odlagališče odpadkov sosednje hiše v alpskem slogu. Kraško brezno na polzapolnjeno s polivinilastimi vrečkami.,Idrija,1746-300/1
46.501058167,15.6913437428,0,Private car,20.0,Plane,2.0,1.0,,,100,,,,,,0,0,1.0,Maribor,0,2010-03-28,2011-04-17,http://www.geopedia.si/?params=T1199_L6357_F1754,1754.0,,,Hoče-Slivnica,500-535/4
46.5010615517,15.6907835533,0,Private car,1.0,Plane,20.0,25.0,,60.0,5,,,,,35,0,1,14.0,Maribor,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1755,1755.0,,salonitne plošče.,Hoče-Slivnica,500-563
46.5024445608,15.6897066354,0,Private car,1.0,Basin,3.0,1.0,,90.0,,,,,,10,0,0,2.0,Maribor,0,2010-03-28,2011-09-15,http://www.geopedia.si/?params=T1199_L6357_F1756,1756.0,,salonitne plošče,Hoče-Slivnica,500-554
45.8790360291,15.0767722633,0,Private car,10.0,Plane,1.0,1.0,,100.0,,,,,,,0,0,1.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1757,1757.0,,,Mirna Peč,586-77/90
45.8511978935,15.0989193614,0,Off-road,5.0,Slope,50.0,2.0,,60.0,,20,,,20,,0,0,2.0,Novo Mesto,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1758,1758.0,,,Mirna Peč,586-1277/1
45.8203468329,15.1396591979,0,Private car,150.0,Plane,1500.0,500.0,,100.0,,,,,,,0,0,12.0,Novo Mesto,0,2010-03-28,2011-04-28,http://www.geopedia.si/?params=T1199_L6357_F1759,1759.0,,"V danem primeru gre za ""črno"" depopnijo gradbenih odpadkov v romskem naselju.",Novo mesto,590-463/2
45.8251553827,15.1365952844,0,Off-road,10.0,Slope,10000.0,100.0,20,10.0,20,40,,,10,,0,0,20.0,Novo Mesto,0,2010-03-28,2011-04-27,http://www.geopedia.si/?params=T1199_L6357_F1760,1760.0,,Lokacija odpadkov zajema celotno romsko naselje Brezje v Novem mestu zneposrednim obrobjem naselja. Izrabljeni avtomobili vsebujejo nevarne snovi. Nalokaciji ni zagotovljeno varno ravnanje z njimi. Ob deževju se stekajo v zemljopod njimi. Ukrepanje je nujno.,Novo mesto,589-1087/2
46.3451440653,15.3795401632,1,Off-road,10.0,Plane,1.0,1.0,,,,,,,100,,0,0,2.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1761,1761.0,,avtomobilski motor,Slovenske Konjice,1007-1390/12
46.3510873023,15.431358187,0,Off-road,200.0,Plane,15.0,2.0,,70.0,,30,,,,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1762,1762.0,,,Slovenske Konjice,2322-414/10
46.3700750478,15.3794528693,0,Private car,5.0,Slope,100.0,10.0,80,,,20,,,,,0,0,2.0,Celje,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1763,1763.0,,,Zreče,1006-249
46.3278819706,15.3444195843,0,Private car,1.0,Plane,50.0,10.0,10,70.0,10,10,,,,,0,0,2.0,Celje,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1764,1764.0,,,Vojnik,1497-971
46.3256521817,15.3348342319,0,Off-road,50.0,Slope,50.0,10.0,,80.0,,20,,,,,0,0,2.0,Celje,0,2010-03-28,2011-02-04,http://www.geopedia.si/?params=T1199_L6357_F1765,1765.0,,,Vojnik,1497-81
46.3001339436,15.3948450392,0,Private car,1.0,Slope,1.0,1.0,30,,,60,10,,,,0,0,1.0,Celje,0,2010-03-28,2011-04-16,http://www.geopedia.si/?params=T1199_L6357_F1766,1766.0,,,Šentjur,2322-722
46.3098220909,15.4229973119,0,Private car,10.0,Slope,25.0,1.0,0,50.0,50,,,,,,0,0,1.0,Celje,0,2010-04-03,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1768,1768.0,,,Slovenske Konjice,1016-560/3
45.8997708811,13.9056435481,0,On foot,30.0,Slope,10.0,25.0,,33.0,33,33,,,,,0,0,8.0,Nova Gorica,0,2010-04-18,2010-04-18,http://www.geopedia.si/?params=T1199_L6357_F1769,1769.0,,,Ajdovščina,1667-1672/1
46.2998629109,15.4987416194,0,Private car,50.0,Plane,1.0,1.0,0,100.0,0,0,0,0,0,0,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1770,1770.0,,,Slovenske Konjice,1017-277
46.3218812108,15.5184207183,1,Private car,50.0,Basin,15.0,10.0,,100.0,,,,,,,0,0,1.0,Celje,0,2010-04-18,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1773,1773.0,,,Slovenske Konjice,1012-495
46.3224210116,15.5184258171,1,Private car,50.0,Basin,16.0,10.0,,,,100,,,,,0,0,4.0,Celje,0,2010-03-19,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1774,1774.0,,,Slovenske Konjice,1012-502/1
46.342664628,15.4481152213,0,Private car,30.0,Plane,25.0,2.0,,90.0,10,,,,,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1776,1776.0,,,Slovenske Konjice,1008-706/2
46.35160773,15.4457975831,0,Private car,2.0,Plane,4.0,2.0,80,0.0,0,0,0,0,20,0,0,0,2.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1777,1777.0,,"one barrel with Turpentine substitute, one jerrycan with an unknown substanceand a bag with perhaps still some Ammonium perchlorate (used for makingfireworks) in it.",Slovenske Konjice,2322-589/1
46.3513639897,15.4685073907,1,Private car,10.0,Plane,100.0,10.0,,,,50,,,,50,0,0,11.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1779,1779.0,,salonitne plošče,Slovenske Konjice,1008-41/1
46.3408278979,15.4794982993,0,Private car,0.0,Plane,3.0,1.0,,,100,0,,,0,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1780,1780.0,,,Slovenske Konjice,1008-1221
46.3414516847,15.4634992505,0,Inaccessible,5.0,Plane,7.0,10.0,,,,,,,100,,0,0,8.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1781,1781.0,,asfaltne plošče,Slovenske Konjice,1008-558/1
46.3437986702,15.4638048922,1,On foot,250.0,Plane,4.0,1.0,,,,100,,,,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1782,1782.0,,,Slovenske Konjice,1008-800/1
46.3447141739,15.4643452837,0,Private car,0.0,Plane,6.0,1.0,0,0.0,100,0,0,0,0,0,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1783,1783.0,,,Slovenske Konjice,1008-553/61
46.3470667777,15.4610392534,1,Private car,30.0,Plane,3.0,1.0,,,,100,,,,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1784,1784.0,,,Slovenske Konjice,2322-755/1
46.3591819782,15.439140834,0,Off-road,50.0,Basin,25.0,25.0,30,,30,40,,,,,0,0,7.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1785,1785.0,,,Slovenske Konjice,2322-1013/3
46.3324776873,15.4394335982,1,Private car,0.0,Plane,20.0,1.0,,,80,20,,,,,0,0,1.0,Celje,0,2010-03-28,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1786,1786.0,,,Slovenske Konjice,1014-502/1
46.3262082026,15.4506171957,1,Private car,0.0,Plane,1.0,1.0,,,,,,,100,,0,0,1.0,Celje,0,2010-04-18,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1787,1787.0,,pnevmatika,Slovenske Konjice,1014-1863
46.3024644064,15.4552903903,1,Private car,0.0,Basin,50.0,25.0,10,20.0,20,40,,,10,,0,0,13.0,Celje,0,2010-04-03,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1788,1788.0,,pnevmatike,Slovenske Konjice,1016-1117/11
46.3030826382,15.4536728169,1,Private car,0.0,Plane,2.0,1.0,,,,,,,100,,0,0,1.0,Celje,0,2010-04-18,2014-12-24,http://www.geopedia.si/?params=T1199_L6357_F1789,1789.0,,"2 pnevmatiki, 20m nižje ob cesti SOD z nedoločljivo vsebino",Slovenske Konjice,1016-1104/13
