FIOStevilkaZadeve,KlasifikacijaNesrece,UpravnaEnotaStoritve,DatumPN,UraPN,VNaselju,VrstaCeste,SifraOdsekaUlice,StacionazaDogodka,Lokacija,VzrokNesrece,TipNesrece,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca,GeoKoordinata X,GeoKoordinata Y,SifraCesteNaselja,TekstCesteNaselja,TekstOdsekaUlice
835023.0,BREZ POŠKODBE,METLIKA,2016-03-04,13.0,0,LOKALNA CESTA,0.0,3000.0,CESTA,NEPRAVILNO PREHITEVANJE,OPLAŽENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,15.281863385645002,45.653970821694,95401,METLIKA-SEMIČ,NI ODSEKOV
843959.0,LAŽJA TELESNA POŠKODBA,ČRNOMELJ,2016-07-18,20.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,OPLAŽENJE,DEŽEVNO,NORMALEN,SPOLZKO,ZGLAJEN ASFALT / BETON,15.260801204923,45.658070427595995,95447,KRVAVČJI VRH-SUHOR  OBČ.,NI ODSEKOV
848549.0,BREZ POŠKODBE,MOZIRJE,2016-08-28,22.0,0,LOKALNA CESTA,0.0,300.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,14.833985752376002,46.343648088555,95504,221050 LJUBNO-RAST.-SMRE.,NI ODSEKOV
838505.0,BREZ POŠKODBE,MOZIRJE,2016-04-26,16.0,0,LOKALNA CESTA,0.0,0.0,CESTA,OSTALO,OPLAŽENJE,DEŽEVNO,REDEK,MOKRO,ZGLAJEN ASFALT / BETON,14.889110402586999,46.283711298968,95521,282010 ŠMARTNO-BRDO-ZG.P,NI ODSEKOV
846152.0,LAŽJA TELESNA POŠKODBA,MOZIRJE,2016-08-20,0.0,0,LOKALNA CESTA,0.0,1000.0,CESTA,NEPRILAGOJENA HITROST,ČELNO TRČENJE,OBLAČNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,14.789768673878,46.297645250597,95533,107030 G.GRAD-LENART-KOSO,NI ODSEKOV
841959.0,LAŽJA TELESNA POŠKODBA,MOZIRJE,2016-06-14,15.0,0,LOKALNA CESTA,0.0,6000.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,ČELNO TRČENJE,JASNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,,,95539,490110 LIPA - ŠMARTNO,NI ODSEKOV
842512.0,BREZ POŠKODBE,MOZIRJE,2016-06-22,17.0,0,LOKALNA CESTA,0.0,7500.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,ČELNO TRČENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,,,95539,490110 LIPA - ŠMARTNO,NI ODSEKOV
848462.0,HUDA TELESNA POŠKODBA,MOZIRJE,2016-08-30,22.0,0,LOKALNA CESTA,0.0,2500.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,OBLAČNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,,,95540,107070 BOČNA-HOMCE-GRU.,NI ODSEKOV
837332.0,BREZ POŠKODBE,RAVNE NA KOROŠKEM,2016-04-12,13.0,0,LOKALNA CESTA,0.0,600.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,14.822025493597,46.475590598251,95561,PRISTAVA-PODPECA-PODKRAJ,NI ODSEKOV
832969.0,BREZ POŠKODBE,RAVNE NA KOROŠKEM,2016-01-30,18.0,1,LOKALNA CESTA,0.0,3500.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,GOST,OSTALO,MAKADAM,14.829040445493,46.498021616773,95561,PRISTAVA-PODPECA-PODKRAJ,NI ODSEKOV
848556.0,LAŽJA TELESNA POŠKODBA,MOZIRJE,2016-09-10,17.0,0,LOKALNA CESTA,0.0,2000.0,CESTA,OSTALO,OPLAŽENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,,,95573,233020 ČRNA - SNEŽNA JAMA,NI ODSEKOV
840300.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-05-28,23.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.234247411913,46.573293106992,95604,MELINCI-BELTINCI,NI ODSEKOV
835538.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-03-13,17.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.234247411913,46.573293106992,95604,MELINCI-BELTINCI,NI ODSEKOV
836609.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-03-31,10.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,VETER,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.234247411913,46.573293106992,95604,MELINCI-BELTINCI,NI ODSEKOV
849023.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-25,18.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.216753518119,46.583827302436,95605,IŽAKOVCI-BELTINCI,NI ODSEKOV
836678.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-04-01,19.0,0,LOKALNA CESTA,0.0,0.0,CESTA,OSTALO,POVOŽENJE ŽIVALI,OBLAČNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.202639118875002,46.611705235899,95606,BRATONCI-MOTVARJEVCI,NI ODSEKOV
839218.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-04-30,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,PREVRNITEV VOZILA,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.202639118875002,46.611705235899,95606,BRATONCI-MOTVARJEVCI,NI ODSEKOV
841002.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-06-07,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.202639118875002,46.611705235899,95606,BRATONCI-MOTVARJEVCI,NI ODSEKOV
849408.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-10-02,6.0,0,LOKALNA CESTA,0.0,8000.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.273510881269,46.658107430188,95606,BRATONCI-MOTVARJEVCI,NI ODSEKOV
845165.0,SMRT,MURSKA SOBOTA,2016-08-04,8.0,0,LOKALNA CESTA,0.0,1500.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,,,95607,KROG - ČRNSKE MEJE,NI ODSEKOV
843245.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-07-07,13.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.13588782506,46.669095614875005,95609,ČERNELAVCI-TIŠINA,NI ODSEKOV
835700.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-03-14,16.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,PREVRNITEV VOZILA,JASNO,NEZNANO,SUHO,HRAPAV  ASFALT / BETON,16.13588782506,46.669095614875005,95609,ČERNELAVCI-TIŠINA,NI ODSEKOV
834412.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-01-28,18.0,0,LOKALNA CESTA,0.0,2000.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,16.111653182166,46.64280255250301,95610,TROPOVCI-SATAHOVCI,NI ODSEKOV
842961.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-06-25,7.0,1,LOKALNA CESTA,0.0,0.0,CESTA,OSTALO,PREVRNITEV VOZILA,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.136288800369,46.664539257662,95612,ČERNELAVCI-BREZOVCI,NI ODSEKOV
849151.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-09-29,22.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,BOČNO TRČENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.136288800369,46.664539257662,95612,ČERNELAVCI-BREZOVCI,NI ODSEKOV
846179.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-08-18,11.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.136288800369,46.664539257662,95612,ČERNELAVCI-BREZOVCI,NI ODSEKOV
854229.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-12-13,0.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,,,95615,KOROVCI-MEJA AVSTRIJA,NI ODSEKOV
851089.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-10-26,14.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,BOČNO TRČENJE,JASNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,16.03098250823,46.731592355215,95625,TOPOLOVCI-KUZMA,NI ODSEKOV
845723.0,SMRT,MURSKA SOBOTA,2016-08-12,6.0,0,LOKALNA CESTA,0.0,10000.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.069041432667998,46.801425026107,95625,TOPOLOVCI-KUZMA,NI ODSEKOV
850330.0,HUDA TELESNA POŠKODBA,MURSKA SOBOTA,2016-10-17,0.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.043642604323,46.738071915968,95626,DOMAJINCI-BEZNOVCI,NI ODSEKOV
843005.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-06-29,10.0,1,LOKALNA CESTA,0.0,0.0,CESTA,OSTALO,OSTALO,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,,,95631,MATJAŠEVCI-MEJA AVSTRIJA,NI ODSEKOV
851972.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-11-04,18.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.043448107459,46.780123891916,95634,PERTOČA-GRAD,NI ODSEKOV
855001.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-12-21,14.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,OBLAČNO,NORMALEN,MOKRO,ZGLAJEN ASFALT / BETON,16.043448107459,46.780123891916,95634,PERTOČA-GRAD,NI ODSEKOV
849207.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-09-30,8.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.083693354885,46.729979785030004,95635,ZENKOVCI-BELI KRIŽ,NI ODSEKOV
845274.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-08-02,11.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.068876517088,46.750838700424005,95636,VADARCI-BODONCI,NI ODSEKOV
838842.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-05-07,23.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.081258224479,46.72467683302,95639,ZENKOVCI-STRUKOVCI,NI ODSEKOV
836260.0,SMRT,MURSKA SOBOTA,2016-03-28,17.0,1,LOKALNA CESTA,0.0,4000.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.128577063143002,46.804702894531005,95642,POZNANOVCI-VIDONCI,NI ODSEKOV
854960.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-12-17,7.0,1,LOKALNA CESTA,0.0,500.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,TRČENJE V OBJEKT,MEGLA,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.157982521638,46.703034393499,95646,PUCONCI-MOŠČANCI,NI ODSEKOV
852350.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-11-05,18.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,JASNO,REDEK,SPOLZKO,ZGLAJEN ASFALT / BETON,16.157272311226002,46.704678995192005,95647,PUCONCI-SEBEBORCI,NI ODSEKOV
842130.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-06-19,13.0,0,LOKALNA CESTA,0.0,700.0,CESTA,NEPRILAGOJENA HITROST,OSTALO,DEŽEVNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,16.146793480968,46.726088881029995,95649,ŠALAMENCI-VANEČA,NI ODSEKOV
835193.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-04-16,19.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,16.164764345369,46.787695997881,95652,MAČKOVCI-GORNJI PETROVCI,NI ODSEKOV
832873.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-01-28,14.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,BOČNO TRČENJE,JASNO,REDEK,MOKRO,ZGLAJEN ASFALT / BETON,16.164764345369,46.787695997881,95652,MAČKOVCI-GORNJI PETROVCI,NI ODSEKOV
847224.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-05,8.0,0,LOKALNA CESTA,0.0,100.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,DEŽEVNO,REDEK,SPOLZKO,HRAPAV  ASFALT / BETON,16.135493893567,46.813972783264,95653,OTOVCI GOSTILNA-MAČKOVCI,NI ODSEKOV
848898.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-27,16.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.188957072664,46.712864476463004,95676,SEBEBORCI-KRNCI-GAS DOM,NI ODSEKOV
848220.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-18,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,TRČENJE V OBJEKT,OBLAČNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,,,95677,SEBEBORCI-KANČEVCI,NI ODSEKOV
844716.0,HUDA TELESNA POŠKODBA,MURSKA SOBOTA,2016-07-29,20.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.245146748213998,46.680993102749994,95680,TEŠANOVCI-SELO,NI ODSEKOV
839762.0,HUDA TELESNA POŠKODBA,MURSKA SOBOTA,2016-05-22,18.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
848845.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-22,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
854985.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-12-17,4.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,MEGLA,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
847836.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-11,17.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,GOST,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
838932.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-05-09,18.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,POVOŽENJE PEŠCA,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
851869.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-11-01,21.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
839386.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-05-09,18.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.176870756221,46.667178202763004,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
853003.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-11-14,15.0,0,LOKALNA CESTA,0.0,150.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,OBLAČNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,16.178394325593,46.666325792708996,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
845980.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-08-18,17.0,1,LOKALNA CESTA,0.0,1200.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,OBLAČNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,16.190456005107,46.662134161838,95683,MURSKA SOBOTA-IVANCI,NI ODSEKOV
855216.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-12-17,2.0,1,LOKALNA CESTA,0.0,1000.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,MEGLA,REDEK,SPOLZKO,HRAPAV  ASFALT / BETON,16.199516037214,46.677063997383,95684,NORŠINCI-MARTJANCI,NI ODSEKOV
852507.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-11-08,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OSTALO,DEŽEVNO,NEZNANO,MOKRO,HRAPAV  ASFALT / BETON,16.194143976453,46.649230234487,95686,RAKIČAN-NORŠINCI,NI ODSEKOV
851862.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-10-27,18.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OSTALO,OBLAČNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.194143976453,46.649230234487,95686,RAKIČAN-NORŠINCI,NI ODSEKOV
832149.0,BREZ POŠKODBE,MURSKA SOBOTA,2016-01-17,5.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,16.135108918875,46.840462399517,95689,BOREČA-ŠULINCI,NI ODSEKOV
848521.0,LAŽJA TELESNA POŠKODBA,MURSKA SOBOTA,2016-09-18,11.0,1,LOKALNA CESTA,0.0,0.0,CESTA,OSTALO,POVOŽENJE ŽIVALI,JASNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,,,95693,DOMAJNŠEVCI-HODOŠ,NI ODSEKOV
835964.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-03-21,14.0,0,LOKALNA CESTA,0.0,3250.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,DEŽEVNO,NORMALEN,SPOLZKO,ZGLAJEN ASFALT / BETON,13.621955097368,46.06042170755,95705,ŽEL-P KANAL-PLAVE,NI ODSEKOV
855176.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-12-26,15.0,0,LOKALNA CESTA,0.0,5200.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,TRČENJE V OBJEKT,OBLAČNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,13.603009593446,46.052624899086,95705,ŽEL-P KANAL-PLAVE,NI ODSEKOV
843047.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-06-29,14.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEUPOŠTEVANJE PRAVIL O PREDNOSTI,BOČNO TRČENJE,JASNO,NORMALEN,SUHO,HRAPAV  ASFALT / BETON,13.634304445715001,46.085367447707995,95713,KANAL-GRGAR,NI ODSEKOV
839187.0,BREZ POŠKODBE,NOVA GORICA,2016-05-11,16.0,0,LOKALNA CESTA,0.0,2700.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,DEŽEVNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,13.709544426883,46.074444540939,95713,KANAL-GRGAR,NI ODSEKOV
836506.0,BREZ POŠKODBE,NOVA GORICA,2016-03-30,22.0,0,LOKALNA CESTA,0.0,1100.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OPLAŽENJE,OBLAČNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,13.650043323308001,45.932213531121995,95731,ŠEMPETER-SVETI MARKO,NI ODSEKOV
844101.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-07-19,17.0,0,LOKALNA CESTA,0.0,4200.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,ČELNO TRČENJE,JASNO,NORMALEN,SUHO,ZGLAJEN ASFALT / BETON,13.698403702719,45.882358303765,95743,DORN-GRA-REN-BRITOF BUKOV,NI ODSEKOV
844106.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-07-20,7.0,0,LOKALNA CESTA,0.0,5500.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,13.683741194993,45.882946405944004,95743,DORN-GRA-REN-BRITOF BUKOV,NI ODSEKOV
851414.0,BREZ POŠKODBE,NOVA GORICA,2016-11-02,19.0,0,LOKALNA CESTA,0.0,2000.0,CESTA,NEUSTREZNA VARNOSTNA RAZDALJA,NALETNO TRČENJE,OBLAČNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,13.667200047086,45.883420778438996,95745,BUKOVICA-SELA NA KRASU,NI ODSEKOV
849713.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-10-07,15.0,0,LOKALNA CESTA,0.0,14200.0,CESTA,NEPRILAGOJENA HITROST,NALETNO TRČENJE,OBLAČNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,13.635919586231001,45.824294917559,95745,BUKOVICA-SELA NA KRASU,NI ODSEKOV
834401.0,BREZ POŠKODBE,NOVA GORICA,2016-02-23,12.0,0,LOKALNA CESTA,0.0,200.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,OBLAČNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,13.584823951359999,45.866019143072,95758,LOKVICA-MEJA ITALIJA,NI ODSEKOV
848201.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-09-18,9.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,OPLAŽENJE,JASNO,NORMALEN,MOKRO,ZGLAJEN ASFALT / BETON,,,95761,ANHOVO-KANAL-PLAVE,NI ODSEKOV
854225.0,LAŽJA TELESNA POŠKODBA,NOVA GORICA,2016-12-09,14.0,0,LOKALNA CESTA,0.0,650.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,ČELNO TRČENJE,JASNO,REDEK,SUHO,ZGLAJEN ASFALT / BETON,,,95761,ANHOVO-KANAL-PLAVE,NI ODSEKOV
836804.0,BREZ POŠKODBE,NOVO MESTO,2016-04-02,4.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,TRČENJE V OBJEKT,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,15.226023124827002,45.799335293145,95772,HRUŠICA-MALI SLATNIK,NI ODSEKOV
854451.0,BREZ POŠKODBE,NOVO MESTO,2016-12-12,15.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,ČELNO TRČENJE,OBLAČNO,REDEK,MOKRO,HRAPAV  ASFALT / BETON,,,95774,VELIKE BRUSNICE-SUHADOL,NI ODSEKOV
840135.0,LAŽJA TELESNA POŠKODBA,NOVO MESTO,2016-05-18,14.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,OSTALO,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,15.092441088602,45.853358805773,95819,VELIKI KAL-G KARTELJEVO,NI ODSEKOV
833830.0,BREZ POŠKODBE,NOVO MESTO,2016-02-13,6.0,0,LOKALNA CESTA,0.0,0.0,CESTA,NEPRILAGOJENA HITROST,PREVRNITEV VOZILA,SNEG,NORMALEN,SNEŽENO - NEPLUŽENO,HRAPAV  ASFALT / BETON,15.179206475536,45.778453611718994,95841,POGANCI-STRANSKA VAS,NI ODSEKOV
837832.0,BREZ POŠKODBE,NOVO MESTO,2016-04-19,19.0,1,LOKALNA CESTA,0.0,0.0,CESTA,NEPRAVILNA STRAN / SMER VOŽNJE,OSTALO,JASNO,REDEK,SUHO,HRAPAV  ASFALT / BETON,15.219923936338999,45.83460155569,95852,OTOČEC-JELŠE-ČREŠNJICE,NI ODSEKOV
